Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
16.10.2020,23:58,Jernbanen,58.966341,5.732047,335
16.10.2020,23:58,Valberget,58.9721884,5.7299647,81
16.10.2020,23:58,Posten,58.969721,5.729923,153
16.10.2020,23:58,Jorenholmen,58.971964,5.736688,408
16.10.2020,23:58,St Olav,58.966764,5.730807,324
16.10.2020,23:58,Siddis,58.954126,5.694017,295
16.10.2020,23:58,Forum,58.9523279,5.7046637,169
16.10.2020,23:58,Kyrre,58.969491,5.726946,150
16.10.2020,23:58,Parketten,58.975601,5.721537,353
17.10.2020,00:02,Jernbanen,58.966341,5.732047,335
17.10.2020,00:02,Valberget,58.9721884,5.7299647,84
17.10.2020,00:02,Posten,58.969721,5.729923,154
17.10.2020,00:02,Jorenholmen,58.971964,5.736688,409
17.10.2020,00:02,St Olav,58.966764,5.730807,324
17.10.2020,00:02,Siddis,58.954126,5.694017,295
17.10.2020,00:02,Forum,58.9523279,5.7046637,169
17.10.2020,00:02,Kyrre,58.969491,5.726946,150
17.10.2020,00:02,Parketten,58.975601,5.721537,353
17.10.2020,00:06,Jernbanen,58.966341,5.732047,336
17.10.2020,00:06,Valberget,58.9721884,5.7299647,84
17.10.2020,00:06,Posten,58.969721,5.729923,155
17.10.2020,00:06,Jorenholmen,58.971964,5.736688,411
17.10.2020,00:06,St Olav,58.966764,5.730807,324
17.10.2020,00:06,Siddis,58.954126,5.694017,295
17.10.2020,00:06,Forum,58.9523279,5.7046637,169
17.10.2020,00:06,Kyrre,58.969491,5.726946,150
17.10.2020,00:06,Parketten,58.975601,5.721537,353
17.10.2020,00:10,Jernbanen,58.966341,5.732047,336
17.10.2020,00:10,Valberget,58.9721884,5.7299647,84
17.10.2020,00:10,Posten,58.969721,5.729923,156
17.10.2020,00:10,Jorenholmen,58.971964,5.736688,412
17.10.2020,00:10,St Olav,58.966764,5.730807,324
17.10.2020,00:10,Siddis,58.954126,5.694017,295
17.10.2020,00:10,Forum,58.9523279,5.7046637,169
17.10.2020,00:10,Kyrre,58.969491,5.726946,150
